post_owner,time_of_day,year,month,day,day_week,date,hour,part_of_day
danywsbela,2020-05-17 23:19:22,2020,May,17,Sunday,2020-05-17,23,Night
__ch3ll__,2020-05-15 21:51:35,2020,May,15,Friday,2020-05-15,21,Night
__ch3ll__,2020-05-15 18:43:23,2020,May,15,Friday,2020-05-15,18,Evening
tatianafeltrin,2020-05-15 14:15:34,2020,May,15,Friday,2020-05-15,14,Afternoon
tatianafeltrin,2020-05-15 14:15:13,2020,May,15,Friday,2020-05-15,14,Afternoon
recifeordinario,2020-05-15 13:43:09,2020,May,15,Friday,2020-05-15,13,Afternoon
conjecturancas,2020-05-02 21:02:14,2020,May,2,Saturday,2020-05-02,21,Night
talita.persi,2020-04-23 10:59:54,2020,April,23,Thursday,2020-04-23,10,Morning
arthurlira31,2020-04-01 21:27:12,2020,April,1,Wednesday,2020-04-01,21,Night
moacyrwalker,2020-04-01 17:21:23,2020,April,1,Wednesday,2020-04-01,17,Evening
moacyrwalker,2020-04-01 17:21:11,2020,April,1,Wednesday,2020-04-01,17,Evening
tulio.87,2020-03-22 14:10:47,2020,March,22,Sunday,2020-03-22,14,Afternoon
gabrielbatista_96,2020-03-14 19:46:43,2020,March,14,Saturday,2020-03-14,19,Evening
conjecturancas,2020-03-07 00:56:00,2020,March,7,Saturday,2020-03-07,0,Late Night
tarso3570,2020-03-06 02:25:10,2020,March,6,Friday,2020-03-06,2,Late Night
tarso3570,2020-03-06 02:24:46,2020,March,6,Friday,2020-03-06,2,Late Night
kelrycasado,2020-03-03 21:36:39,2020,March,3,Tuesday,2020-03-03,21,Night
__ch3ll__,2020-02-25 22:39:53,2020,February,25,Tuesday,2020-02-25,22,Night
victorleandro4.0,2020-02-25 14:44:48,2020,February,25,Tuesday,2020-02-25,14,Afternoon
__ch3ll__,2020-02-17 14:03:54,2020,February,17,Monday,2020-02-17,14,Afternoon
kamilagiffoni,2020-02-14 18:02:45,2020,February,14,Friday,2020-02-14,18,Evening
kevinmalejandro,2020-02-11 01:56:12,2020,February,11,Tuesday,2020-02-11,1,Late Night
migasualoca,2020-02-10 01:00:02,2020,February,10,Monday,2020-02-10,1,Late Night
pernambucoposting,2020-02-07 02:47:14,2020,February,7,Friday,2020-02-07,2,Late Night
poetaluizsampaio,2020-02-04 15:47:41,2020,February,4,Tuesday,2020-02-04,15,Afternoon
rodrigoepronto,2020-02-03 23:40:41,2020,February,3,Monday,2020-02-03,23,Night
__ch3ll__,2020-01-29 13:15:14,2020,January,29,Wednesday,2020-01-29,13,Afternoon
conjecturancas,2020-01-28 15:52:57,2020,January,28,Tuesday,2020-01-28,15,Afternoon
__ch3ll__,2020-01-28 14:06:19,2020,January,28,Tuesday,2020-01-28,14,Afternoon
__ch3ll__,2020-01-28 14:04:27,2020,January,28,Tuesday,2020-01-28,14,Afternoon
__ch3ll__,2020-01-28 13:52:48,2020,January,28,Tuesday,2020-01-28,13,Afternoon
__ch3ll__,2020-01-28 11:24:36,2020,January,28,Tuesday,2020-01-28,11,Morning
__ch3ll__,2020-01-23 10:41:32,2020,January,23,Thursday,2020-01-23,10,Morning
__ch3ll__,2020-01-23 02:00:46,2020,January,23,Thursday,2020-01-23,2,Late Night
__ch3ll__,2020-01-23 01:43:43,2020,January,23,Thursday,2020-01-23,1,Late Night
bukowski_se,2020-01-20 17:52:05,2020,January,20,Monday,2020-01-20,17,Evening
arthurlira31,2020-01-18 16:39:14,2020,January,18,Saturday,2020-01-18,16,Afternoon
kamilagiffoni,2020-01-14 01:57:38,2020,January,14,Tuesday,2020-01-14,1,Late Night
luccas._.alves,2020-01-14 01:54:12,2020,January,14,Tuesday,2020-01-14,1,Late Night
sylvesterhenrique,2020-01-13 22:51:12,2020,January,13,Monday,2020-01-13,22,Night
sylvesterhenrique,2020-01-13 22:49:43,2020,January,13,Monday,2020-01-13,22,Night
__ch3ll__,2020-01-11 14:47:23,2020,January,11,Saturday,2020-01-11,14,Afternoon
clarinhakasantos,2019-12-07 17:10:43,2019,December,7,Saturday,2019-12-07,17,Evening
sylvesterhenrique,2019-12-05 14:02:23,2019,December,5,Thursday,2019-12-05,14,Afternoon
__ch3ll__,2019-12-04 17:25:45,2019,December,4,Wednesday,2019-12-04,17,Evening
sylvesterhenrique,2019-12-04 15:05:09,2019,December,4,Wednesday,2019-12-04,15,Afternoon
editorasuma,2019-10-30 18:38:13,2019,October,30,Wednesday,2019-10-30,18,Evening
editorasuma,2019-10-30 18:38:07,2019,October,30,Wednesday,2019-10-30,18,Evening
matheusrocha,2019-10-27 02:28:28,2019,October,27,Sunday,2019-10-27,2,Late Night
roh_costa,2019-10-18 20:34:17,2019,October,18,Friday,2019-10-18,20,Evening
sylvesterhenrique,2019-10-14 23:42:35,2019,October,14,Monday,2019-10-14,23,Night
editoraaleph,2019-10-12 02:43:16,2019,October,12,Saturday,2019-10-12,2,Late Night
